# Name, Student Number
# Nikolas Maier, 500461990
# Oluwatomilayo Adegbite, 500569283
Gambler #,Round #,Optimal Arm,Average reward,Times optimal action picked,Actual Probability
17,1000,6,83.2,1,0.9689187441
17,1100,6,91.3,1,0.9689187441
17,1200,6,99.4,1,0.9689187441
17,1300,6,107.9,1,0.9689187441
17,1400,6,116,1,0.9689187441
17,1500,6,124.8,1,0.9689187441
17,1600,6,132.5,1,0.9689187441
17,1700,6,140.1,1,0.9689187441
17,1800,6,148.5,1,0.9689187441
17,1900,6,156.9,1,0.9689187441
17,2000,6,165.4,1,0.9689187441
17,2100,6,173.6,1,0.9689187441
17,2200,6,181.9,1,0.9689187441
17,2300,6,190.2,1,0.9689187441
17,2400,6,199,1,0.9689187441
17,2500,6,207.7,1,0.9689187441
17,2600,6,216.7,1,0.9689187441
17,2700,6,225,1,0.9689187441
17,2800,6,233.3,1,0.9689187441
17,2900,6,241.2,1,0.9689187441
17,3000,6,248.9,1,0.9689187441
17,3100,6,256.8,1,0.9689187441
17,3200,6,265.2,1,0.9689187441
17,3300,6,273.9,1,0.9689187441
17,3400,6,282.1,1,0.9689187441
17,3500,6,290.6,1,0.9689187441
17,3600,6,298.6,1,0.9689187441
17,3700,6,306.8,1,0.9689187441
17,3800,6,315.2,1,0.9689187441
17,3900,6,323.5,1,0.9689187441
17,4000,6,332.1,1,0.9689187441
17,4100,6,339.1,1,0.9689187441
17,4200,6,347.1,1,0.9689187441
17,4300,6,355.2,1,0.9689187441
17,4400,6,363.8,1,0.9689187441
17,4500,6,372.1,1,0.9689187441
17,4600,6,380.2,1,0.9689187441
17,4700,6,388.1,1,0.9689187441
17,4800,6,396.2,1,0.9689187441
17,4900,6,404.4,1,0.9689187441
17,5000,6,413,1,0.9689187441
18,0,1,0,0,0.9935903967
18,100,1,9.9,99,0.9935903967
18,200,1,19.9,199,0.9935903967
18,300,1,29.9,299,0.9935903967
18,400,1,39.9,399,0.9935903967
18,500,1,49,482,0.9935903967
18,600,1,59,582,0.9935903967
18,700,1,68.9,682,0.9935903967
18,800,1,78.8,782,0.9935903967
18,900,1,88.8,882,0.9935903967
18,1000,1,98.7,982,0.9935903967
18,1100,1,108.7,1082,0.9935903967
18,1200,1,118.6,1182,0.9935903967
18,1300,1,128.4,1282,0.9935903967
18,1400,1,138.3,1382,0.9935903967
18,1500,1,148.3,1482,0.9935903967
18,1600,1,158.1,1582,0.9935903967
18,1700,1,168,1682,0.9935903967
18,1800,1,178,1782,0.9935903967
18,1900,1,187.9,1882,0.9935903967
18,2000,1,197.7,1982,0.9935903967
18,2100,1,207.7,2082,0.9935903967
18,2200,1,217.7,2182,0.9935903967
18,2300,1,227.7,2282,0.9935903967
18,2400,1,237.6,2382,0.9935903967
18,2500,1,247.6,2482,0.9935903967
18,2600,1,257.5,2582,0.9935903967
18,2700,1,267.3,2682,0.9935903967
18,2800,1,277.2,2782,0.9935903967
18,2900,1,287.1,2882,0.9935903967
18,3000,1,296.9,2982,0.9935903967
18,3100,1,306.9,3082,0.9935903967
18,3200,1,316.9,3182,0.9935903967
18,3300,1,326.7,3282,0.9935903967
18,3400,1,336.6,3382,0.9935903967
18,3500,1,346.6,3482,0.9935903967
18,3600,1,356.6,3582,0.9935903967
18,3700,1,366.5,3682,0.9935903967
18,3800,1,376.5,3782,0.9935903967
18,3900,1,386.4,3882,0.9935903967
18,4000,1,396.3,3982,0.9935903967
18,4100,1,406.1,4082,0.9935903967
18,4200,1,416,4182,0.9935903967
18,4300,1,426,4282,0.9935903967
18,4400,1,435.9,4382,0.9935903967
18,4500,1,445.8,4482,0.9935903967
18,4600,1,455.8,4582,0.9935903967
18,4700,1,465.8,4682,0.9935903967
18,4800,1,475.7,4782,0.9935903967
18,4900,1,485.7,4882,0.9935903967
18,5000,1,495.6,4982,0.9935903967
19,0,5,0,0,0.9057776099
19,100,5,8.2,87,0.9057776099
19,200,5,17.2,187,0.9057776099
19,300,5,26.7,287,0.9057776099
19,400,5,36.2,387,0.9057776099
19,500,5,45.6,487,0.9057776099
19,600,5,54.7,587,0.9057776099
19,700,5,63.7,687,0.9057776099
19,800,5,72.6,787,0.9057776099
19,900,5,81.3,887,0.9057776099
19,1000,5,90.6,987,0.9057776099
19,1100,5,99.4,1087,0.9057776099
19,1200,5,108.8,1187,0.9057776099
19,1300,5,118.1,1287,0.9057776099
19,1400,5,127.3,1387,0.9057776099
19,1500,5,136.4,1487,0.9057776099
19,1600,5,145.6,1587,0.9057776099
19,1700,5,155,1687,0.9057776099
19,1800,5,164.2,1787,0.9057776099
19,1900,5,173.4,1887,0.9057776099
19,2000,5,182.3,1987,0.9057776099
19,2100,5,191.5,2087,0.9057776099
19,2200,5,200,2187,0.9057776099
19,2300,5,209.1,2287,0.9057776099
19,2400,5,217.7,2387,0.9057776099
19,2500,5,227.1,2487,0.9057776099
19,2600,5,235.9,2587,0.9057776099
19,2700,5,245.1,2687,0.9057776099
19,2800,5,254.4,2787,0.9057776099
19,2900,5,263.2,2887,0.9057776099
19,3000,5,272,2987,0.9057776099
19,3100,5,281.2,3087,0.9057776099
19,3200,5,290.3,3187,0.9057776099
19,3300,5,299.4,3287,0.9057776099
19,3400,5,308.6,3387,0.9057776099
19,3500,5,318.1,3487,0.9057776099
19,3600,5,326.9,3587,0.9057776099
19,3700,5,336,3687,0.9057776099
19,3800,5,345.3,3787,0.9057776099
19,3900,5,354.4,3887,0.9057776099
19,4000,5,362.9,3987,0.9057776099
19,4100,5,371.9,4087,0.9057776099
19,4200,5,380.9,4187,0.9057776099
19,4300,5,390.2,4287,0.9057776099
19,4400,5,399.6,4387,0.9057776099
19,4500,5,408.8,4487,0.9057776099
19,4600,5,417.7,4587,0.9057776099
19,4700,5,426.7,4687,0.9057776099
19,4800,5,434.9,4787,0.9057776099
19,4900,5,443.8,4887,0.9057776099
19,5000,5,453,4987,0.9057776099
20,0,8,0,0,0.9945583066
20,100,8,9.2,85,0.9945583066
20,200,8,19.1,184,0.9945583066
20,300,8,29,281,0.9945583066
20,400,8,39,381,0.9945583066
20,500,8,49,481,0.9945583066
20,600,8,58.9,581,0.9945583066
20,700,8,68.8,681,0.9945583066
20,800,8,78.8,781,0.9945583066
20,900,8,88.7,881,0.9945583066
20,1000,8,98.6,981,0.9945583066
20,1100,8,108.5,1081,0.9945583066
20,1200,8,118.4,1181,0.9945583066
20,1300,8,128.4,1281,0.9945583066
20,1400,8,138.2,1381,0.9945583066
20,1500,8,148.1,1481,0.9945583066
20,1600,8,158,1581,0.9945583066
20,1700,8,168,1681,0.9945583066
20,1800,8,178,1781,0.9945583066
20,1900,8,187.9,1881,0.9945583066
20,2000,8,197.7,1981,0.9945583066
20,2100,8,207.5,2081,0.9945583066
20,2200,8,217.4,2181,0.9945583066
20,2300,8,227.4,2281,0.9945583066
20,2400,8,237.4,2381,0.9945583066
20,2500,8,247.4,2481,0.9945583066
20,2600,8,257.4,2581,0.9945583066
20,2700,8,267.4,2681,0.9945583066
20,2800,8,277.4,2781,0.9945583066
20,2900,8,287.3,2881,0.9945583066
20,3000,8,297.3,2981,0.9945583066
20,3100,8,307.1,3081,0.9945583066
20,3200,8,317.1,3181,0.9945583066
20,3300,8,327.1,3281,0.9945583066
20,3400,8,337,3381,0.9945583066
20,3500,8,347,3481,0.9945583066
20,3600,8,357,3581,0.9945583066
20,3700,8,366.9,3681,0.9945583066
20,3800,8,376.8,3781,0.9945583066
20,3900,8,386.8,3881,0.9945583066
20,4000,8,396.8,3981,0.9945583066
20,4100,8,406.7,4081,0.9945583066
20,4200,8,416.7,4181,0.9945583066
20,4300,8,426.5,4281,0.9945583066
20,4400,8,436.4,4381,0.9945583066
20,4500,8,446.2,4481,0.9945583066
20,4600,8,456.2,4581,0.9945583066
20,4700,8,466.2,4681,0.9945583066
20,4800,8,476.2,4781,0.9945583066
20,4900,8,486,4881,0.9945583066
20,5000,8,496,4981,0.9945583066
21,0,4,0,0,0.9790500207
21,100,4,1.4,1,0.9790500207
21,200,4,2.6,1,0.9790500207
21,300,4,4.9,1,0.9790500207
21,400,4,7.1,1,0.9790500207
21,500,4,9,1,0.9790500207
21,600,4,11.1,1,0.9790500207
21,700,4,13.9,1,0.9790500207
21,800,4,16.1,1,0.9790500207
21,900,4,18.6,1,0.9790500207
21,1000,4,21.5,1,0.9790500207
21,1100,4,23.7,1,0.9790500207
21,1200,4,25.6,1,0.9790500207
21,1300,4,28.6,1,0.9790500207
21,1400,4,32.1,1,0.9790500207
21,1500,4,35.3,1,0.9790500207
21,1600,4,38.8,1,0.9790500207
21,1700,4,41.4,1,0.9790500207
21,1800,4,44,1,0.9790500207
21,1900,4,46.5,1,0.9790500207
21,2000,4,48.7,1,0.9790500207
21,2100,4,51.5,1,0.9790500207
21,2200,4,53.3,1,0.9790500207
21,2300,4,56.2,1,0.9790500207
21,2400,4,58.9,1,0.9790500207
21,2500,4,62,1,0.9790500207
21,2600,4,64.1,1,0.9790500207
21,2700,4,66.8,1,0.9790500207
21,2800,4,69.8,1,0.9790500207
21,2900,4,72.6,1,0.9790500207
21,3000,4,75.2,1,0.9790500207
21,3100,4,77.6,1,0.9790500207
21,3200,4,80.7,1,0.9790500207
21,3300,4,82.7,1,0.9790500207
21,3400,4,84.8,1,0.9790500207
21,3500,4,87.7,1,0.9790500207
21,3600,4,90.3,1,0.9790500207
21,3700,4,91.7,1,0.9790500207
21,3800,4,93.8,1,0.9790500207
21,3900,4,95.2,1,0.9790500207
21,4000,4,97.6,1,0.9790500207
21,4100,4,100,1,0.9790500207
21,4200,4,102.2,1,0.9790500207
21,4300,4,104.6,1,0.9790500207
21,4400,4,107.2,1,0.9790500207
21,4500,4,109.4,1,0.9790500207
21,4600,4,111.9,1,0.9790500207
21,4700,4,114.2,1,0.9790500207
21,4800,4,116.7,1,0.9790500207
21,4900,4,119.4,1,0.9790500207
21,5000,4,122.5,1,0.9790500207
22,0,5,0,0,0.9994952027
22,100,5,9.5,38,0.9994952027
22,200,5,19.5,138,0.9994952027
22,300,5,29.5,238,0.9994952027
22,400,5,39.5,338,0.9994952027
22,500,5,49.5,438,0.9994952027
22,600,5,59.5,538,0.9994952027
22,700,5,69.5,638,0.9994952027
22,800,5,79.5,738,0.9994952027
22,900,5,89.5,838,0.9994952027
22,1000,5,99.5,938,0.9994952027
22,1100,5,109.5,1038,0.9994952027
22,1200,5,119.5,1138,0.9994952027
22,1300,5,129.5,1238,0.9994952027
22,1400,5,139.2,1333,0.9994952027
22,1500,5,149,1410,0.9994952027
22,1600,5,159,1510,0.9994952027
22,1700,5,169,1610,0.9994952027
22,1800,5,179,1710,0.9994952027
22,1900,5,189,1810,0.9994952027
22,2000,5,199,1910,0.9994952027
22,2100,5,209,2010,0.9994952027
22,2200,5,219,2110,0.9994952027
22,2300,5,229,2210,0.9994952027
22,2400,5,239,2310,0.9994952027
22,2500,5,249,2410,0.9994952027
22,2600,5,259,2510,0.9994952027
22,2700,5,269,2610,0.9994952027
22,2800,5,279,2710,0.9994952027
22,2900,5,289,2810,0.9994952027
22,3000,5,299,2910,0.9994952027
22,3100,5,309,3010,0.9994952027
22,3200,5,319,3110,0.9994952027
22,3300,5,329,3210,0.9994952027
22,3400,5,339,3310,0.9994952027
22,3500,5,349,3410,0.9994952027
22,3600,5,359,3510,0.9994952027
22,3700,5,369,3610,0.9994952027
22,3800,5,379,3710,0.9994952027
22,3900,5,389,3810,0.9994952027
22,4000,5,399,3910,0.9994952027
22,4100,5,409,4010,0.9994952027
22,4200,5,419,4110,0.9994952027
22,4300,5,429,4210,0.9994952027
22,4400,5,439,4310,0.9994952027
22,4500,5,448.9,4410,0.9994952027
22,4600,5,458.9,4510,0.9994952027
22,4700,5,468.9,4610,0.9994952027
22,4800,5,478.9,4710,0.9994952027
22,4900,5,488.9,4810,0.9994952027
22,5000,5,498.9,4910,0.9994952027
23,0,4,0,0,0.9892926262
23,100,4,9,63,0.9892926262
23,200,4,18.7,163,0.9892926262
23,300,4,28.6,263,0.9892926262
23,400,4,38.5,363,0.9892926262
23,500,4,48.5,463,0.9892926262
23,600,4,58.5,563,0.9892926262
23,700,4,68.3,663,0.9892926262
23,800,4,78.2,763,0.9892926262
23,900,4,88.1,863,0.9892926262
23,1000,4,97.8,963,0.9892926262
23,1100,4,107.7,1063,0.9892926262
23,1200,4,117.2,1163,0.9892926262
23,1300,4,126.8,1263,0.9892926262
23,1400,4,136.8,1363,0.9892926262
23,1500,4,146.8,1463,0.9892926262
23,1600,4,156.6,1563,0.9892926262
23,1700,4,166.6,1663,0.9892926262
23,1800,4,176.6,1763,0.9892926262
23,1900,4,186.5,1863,0.9892926262
23,2000,4,196.5,1963,0.9892926262
23,2100,4,206.5,2063,0.9892926262
23,2200,4,216.5,2163,0.9892926262
23,2300,4,226.4,2263,0.9892926262
23,2400,4,236,2363,0.9892926262
23,2500,4,245.9,2463,0.9892926262
23,2600,4,255.8,2563,0.9892926262
23,2700,4,265.8,2663,0.9892926262
23,2800,4,275.8,2763,0.9892926262
23,2900,4,285.8,2863,0.9892926262
23,3000,4,295.8,2963,0.9892926262
23,3100,4,305.8,3063,0.9892926262
23,3200,4,315.7,3163,0.9892926262
23,3300,4,325.6,3263,0.9892926262
23,3400,4,335.6,3363,0.9892926262
23,3500,4,345.6,3463,0.9892926262
23,3600,4,355.5,3563,0.9892926262
23,3700,4,365.4,3663,0.9892926262
23,3800,4,375.3,3763,0.9892926262
23,3900,4,385.2,3863,0.9892926262
23,4000,4,395.2,3963,0.9892926262
23,4100,4,405.2,4063,0.9892926262
23,4200,4,415.1,4163,0.9892926262
23,4300,4,425.1,4263,0.9892926262
23,4400,4,435.1,4363,0.9892926262
23,4500,4,445.1,4463,0.9892926262
23,4600,4,454.9,4563,0.9892926262
23,4700,4,464.7,4663,0.9892926262
23,4800,4,474.6,4763,0.9892926262
23,4900,4,484.6,4863,0.9892926262
23,5000,4,494.6,4963,0.9892926262
24,0,8,0,0,0.9155759804
24,100,8,7.7,18,0.9155759804
24,200,8,17.1,118,0.9155759804
24,300,8,26.6,218,0.9155759804
24,400,8,35.5,318,0.9155759804
24,500,8,44.7,418,0.9155759804
24,600,8,53.4,518,0.9155759804
24,700,8,62.5,618,0.9155759804
24,800,8,72.2,718,0.9155759804
24,900,8,81.4,818,0.9155759804
24,1000,8,90.6,918,0.9155759804
24,1100,8,100,1018,0.9155759804
24,1200,8,109.1,1118,0.9155759804
24,1300,8,118.4,1218,0.9155759804
24,1400,8,127.7,1318,0.9155759804
24,1500,8,137,1418,0.9155759804
24,1600,8,146.1,1518,0.9155759804
24,1700,8,154.6,1618,0.9155759804
24,1800,8,163.5,1718,0.9155759804
24,1900,8,172.4,1818,0.9155759804
24,2000,8,181.9,1918,0.9155759804
24,2100,8,190.9,2018,0.9155759804
24,2200,8,200,2118,0.9155759804
24,2300,8,208.9,2218,0.9155759804
24,2400,8,218,2318,0.9155759804
24,2500,8,226.9,2418,0.9155759804
24,2600,8,236.2,2518,0.9155759804
24,2700,8,245.8,2618,0.9155759804
24,2800,8,255,2718,0.9155759804
24,2900,8,263.6,2818,0.9155759804
24,3000,8,272.4,2918,0.9155759804
24,3100,8,281.6,3018,0.9155759804
24,3200,8,290.4,3118,0.9155759804
24,3300,8,299.7,3218,0.9155759804
24,3400,8,308.8,3318,0.9155759804
24,3500,8,317.9,3418,0.9155759804
24,3600,8,327,3518,0.9155759804
24,3700,8,335.4,3618,0.9155759804
24,3800,8,344.8,3718,0.9155759804
24,3900,8,354,3818,0.9155759804
24,4000,8,363.5,3918,0.9155759804
24,4100,8,372.6,4018,0.9155759804
24,4200,8,381.7,4118,0.9155759804
24,4300,8,390.9,4218,0.9155759804
24,4400,8,400.1,4318,0.9155759804
24,4500,8,409.1,4418,0.9155759804
24,4600,8,418.3,4518,0.9155759804
24,4700,8,427.6,4618,0.9155759804
24,4800,8,437,4718,0.9155759804
24,4900,8,446.1,4818,0.9155759804
24,5000,8,455.2,4918,0.9155759804
25,0,5,0,0,0.9827457418
25,100,5,9,86,0.9827457418
25,200,5,18.8,186,0.9827457418
25,300,5,28.5,286,0.9827457418
25,400,5,38.3,386,0.9827457418
25,500,5,48.2,486,0.9827457418
25,600,5,58,586,0.9827457418
25,700,5,68,686,0.9827457418
25,800,5,77.8,786,0.9827457418
25,900,5,87.5,886,0.9827457418
25,1000,5,97.3,986,0.9827457418
25,1100,5,107.1,1086,0.9827457418
25,1200,5,117,1186,0.9827457418
25,1300,5,126.9,1286,0.9827457418
25,1400,5,136.6,1386,0.9827457418
25,1500,5,146.5,1486,0.9827457418
25,1600,5,156.1,1586,0.9827457418
25,1700,5,165.8,1686,0.9827457418
25,1800,5,175.8,1786,0.9827457418
25,1900,5,185.6,1886,0.9827457418
25,2000,5,195.6,1986,0.9827457418
25,2100,5,205.6,2086,0.9827457418
25,2200,5,215.3,2186,0.9827457418
25,2300,5,225.2,2286,0.9827457418
25,2400,5,234.9,2386,0.9827457418
25,2500,5,244.9,2486,0.9827457418
25,2600,5,254.9,2586,0.9827457418
25,2700,5,264.9,2686,0.9827457418
25,2800,5,274.7,2786,0.9827457418
25,2900,5,284.5,2886,0.9827457418
25,3000,5,294.4,2986,0.9827457418
25,3100,5,304.2,3086,0.9827457418
25,3200,5,313.7,3186,0.9827457418
25,3300,5,323.6,3286,0.9827457418
25,3400,5,333.4,3386,0.9827457418
25,3500,5,343.4,3486,0.9827457418
25,3600,5,353.1,3586,0.9827457418
25,3700,5,363,3686,0.9827457418
25,3800,5,372.8,3786,0.9827457418
25,3900,5,382.6,3886,0.9827457418
25,4000,5,392.4,3986,0.9827457418
25,4100,5,402,4086,0.9827457418
25,4200,5,411.9,4186,0.9827457418
25,4300,5,421.6,4286,0.9827457418
25,4400,5,431.4,4386,0.9827457418
25,4500,5,441.3,4486,0.9827457418
25,4600,5,451,4586,0.9827457418
25,4700,5,460.9,4686,0.9827457418
25,4800,5,470.7,4786,0.9827457418
25,4900,5,480.6,4886,0.9827457418
25,5000,5,490.5,4986,0.9827457418
26,0,9,0,0,0.994212286
26,100,9,9.1,74,0.994212286
26,200,9,19.1,174,0.994212286
26,300,9,29.1,274,0.994212286
26,400,9,39,374,0.994212286
26,500,9,48.9,474,0.994212286
26,600,9,58.9,574,0.994212286
26,700,9,68.8,674,0.994212286
26,800,9,78.7,774,0.994212286
26,900,9,88.7,874,0.994212286
26,1000,9,98.7,974,0.994212286
26,1100,9,108.6,1074,0.994212286
26,1200,9,118.6,1174,0.994212286
26,1300,9,128.6,1274,0.994212286
26,1400,9,138.6,1374,0.994212286
26,1500,9,148.6,1474,0.994212286
26,1600,9,158.6,1574,0.994212286
26,1700,9,168.6,1674,0.994212286
26,1800,9,178.5,1774,0.994212286
26,1900,9,188.3,1874,0.994212286
26,2000,9,198.2,1974,0.994212286
26,2100,9,208.2,2074,0.994212286
26,2200,9,218.2,2174,0.994212286
26,2300,9,228.2,2274,0.994212286
26,2400,9,238.2,2374,0.994212286
26,2500,9,248.2,2474,0.994212286
26,2600,9,258.2,2574,0.994212286
26,2700,9,268.1,2674,0.994212286
26,2800,9,277.9,2774,0.994212286
26,2900,9,287.9,2874,0.994212286
26,3000,9,297.8,2974,0.994212286
26,3100,9,307.8,3074,0.994212286
26,3200,9,317.7,3174,0.994212286
26,3300,9,327.5,3274,0.994212286
26,3400,9,337.5,3374,0.994212286
26,3500,9,347.5,3474,0.994212286
26,3600,9,357.4,3574,0.994212286
26,3700,9,367.2,3674,0.994212286
26,3800,9,377.2,3774,0.994212286
26,3900,9,387.2,3874,0.994212286
26,4000,9,397.1,3974,0.994212286
26,4100,9,407.1,4074,0.994212286
26,4200,9,417.1,4174,0.994212286
26,4300,9,427.1,4274,0.994212286
26,4400,9,437.1,4374,0.994212286
26,4500,9,447,4474,0.994212286
26,4600,9,456.8,4574,0.994212286
26,4700,9,466.7,4674,0.994212286
26,4800,9,476.7,4774,0.994212286
26,4900,9,486.7,4874,0.994212286
26,5000,9,496.7,4974,0.994212286
27,0,2,0,0,0.8989904133
27,100,2,8.1,80,0.8989904133
27,200,2,17.3,180,0.8989904133
27,300,2,26.7,280,0.8989904133
27,400,2,35.8,380,0.8989904133
27,500,2,44.5,480,0.8989904133
27,600,2,53.6,580,0.8989904133
27,700,2,62.5,680,0.8989904133
27,800,2,71.7,780,0.8989904133
27,900,2,80.6,880,0.8989904133
27,1000,2,89.4,980,0.8989904133
27,1100,2,97.9,1080,0.8989904133
27,1200,2,106.8,1180,0.8989904133
27,1300,2,116.1,1280,0.8989904133
27,1400,2,124.4,1380,0.8989904133
27,1500,2,133.3,1480,0.8989904133
27,1600,2,142.1,1580,0.8989904133
27,1700,2,151.3,1680,0.8989904133
27,1800,2,160.3,1780,0.8989904133
27,1900,2,169.4,1880,0.8989904133
27,2000,2,178.3,1980,0.8989904133
27,2100,2,187.2,2080,0.8989904133
27,2200,2,196.5,2180,0.8989904133
27,2300,2,205.3,2280,0.8989904133
27,2400,2,214.4,2380,0.8989904133
27,2500,2,223.8,2480,0.8989904133
27,2600,2,232.9,2580,0.8989904133
27,2700,2,241.5,2680,0.8989904133
27,2800,2,250.5,2780,0.8989904133
27,2900,2,259,2880,0.8989904133
27,3000,2,267.6,2980,0.8989904133
27,3100,2,276.4,3080,0.8989904133
27,3200,2,285.6,3180,0.8989904133
27,3300,2,294.7,3280,0.8989904133
27,3400,2,303.8,3380,0.8989904133
27,3500,2,312.9,3480,0.8989904133
27,3600,2,322.1,3580,0.8989904133
27,3700,2,331.2,3680,0.8989904133
27,3800,2,340.2,3780,0.8989904133
27,3900,2,349.1,3880,0.8989904133
27,4000,2,357.8,3980,0.8989904133
27,4100,2,366.6,4080,0.8989904133
27,4200,2,375.8,4180,0.8989904133
27,4300,2,384.5,4280,0.8989904133
27,4400,2,393.5,4380,0.8989904133
27,4500,2,402.3,4480,0.8989904133
27,4600,2,411.3,4580,0.8989904133
27,4700,2,420.1,4680,0.8989904133
27,4800,2,429.4,4780,0.8989904133
27,4900,2,438.6,4880,0.8989904133
27,5000,2,447.9,4980,0.8989904133
28,0,5,0,0,0.9044115229
28,100,5,8.5,85,0.9044115229
28,200,5,17.6,185,0.9044115229
28,300,5,26.2,285,0.9044115229
28,400,5,35.1,385,0.9044115229
28,500,5,43.4,485,0.9044115229
28,600,5,52,585,0.9044115229
28,700,5,60.5,685,0.9044115229
28,800,5,69.8,785,0.9044115229
28,900,5,79,885,0.9044115229
28,1000,5,88.7,985,0.9044115229
28,1100,5,97.4,1085,0.9044115229
28,1200,5,105.9,1185,0.9044115229
28,1300,5,115,1285,0.9044115229
28,1400,5,124.3,1385,0.9044115229
28,1500,5,133,1485,0.9044115229
28,1600,5,142.2,1585,0.9044115229
28,1700,5,151.3,1685,0.9044115229
28,1800,5,160.2,1785,0.9044115229
28,1900,5,169.2,1885,0.9044115229
28,2000,5,178.6,1985,0.9044115229
28,2100,5,188.1,2085,0.9044115229
28,2200,5,197,2185,0.9044115229
28,2300,5,206.2,2285,0.9044115229
28,2400,5,215.1,2385,0.9044115229
28,2500,5,224.1,2485,0.9044115229
28,2600,5,232.7,2585,0.9044115229
28,2700,5,241.9,2685,0.9044115229
28,2800,5,251.3,2785,0.9044115229
28,2900,5,260.6,2885,0.9044115229
28,3000,5,269.5,2985,0.9044115229
28,3100,5,278.5,3085,0.9044115229
28,3200,5,287.2,3185,0.9044115229
28,3300,5,296.3,3285,0.9044115229
28,3400,5,305,3385,0.9044115229
28,3500,5,314.3,3485,0.9044115229
28,3600,5,323.1,3585,0.9044115229
28,3700,5,332.4,3685,0.9044115229
28,3800,5,341.4,3785,0.9044115229
28,3900,5,351,3885,0.9044115229
28,4000,5,360.3,3985,0.9044115229
28,4100,5,369.3,4085,0.9044115229
28,4200,5,378.6,4185,0.9044115229
28,4300,5,387.8,4285,0.9044115229
28,4400,5,396.9,4385,0.9044115229
28,4500,5,406,4485,0.9044115229
28,4600,5,415,4585,0.9044115229
28,4700,5,423.6,4685,0.9044115229
28,4800,5,432.8,4785,0.9044115229
28,4900,5,441.5,4885,0.9044115229
28,5000,5,450.3,4985,0.9044115229
29,0,7,0,0,0.7912209505
29,100,7,6.9,81,0.7912209505
29,200,7,15.1,181,0.7912209505
29,300,7,23,281,0.7912209505
29,400,7,30.4,381,0.7912209505
29,500,7,38.2,481,0.7912209505
29,600,7,46.2,581,0.7912209505
29,700,7,54,681,0.7912209505
29,800,7,61.9,781,0.7912209505
29,900,7,69.2,881,0.7912209505
29,1000,7,76,981,0.7912209505
29,1100,7,83.4,1081,0.7912209505
29,1200,7,91.6,1181,0.7912209505
29,1300,7,100.3,1281,0.7912209505
29,1400,7,108.7,1381,0.7912209505
29,1500,7,116,1481,0.7912209505
29,1600,7,124.1,1581,0.7912209505
29,1700,7,131.4,1681,0.7912209505
29,1800,7,139.8,1781,0.7912209505
29,1900,7,148.1,1881,0.7912209505
29,2000,7,154.9,1981,0.7912209505
29,2100,7,162.7,2081,0.7912209505
29,2200,7,170.9,2181,0.7912209505
29,2300,7,178.3,2281,0.7912209505
29,2400,7,186.5,2381,0.7912209505
29,2500,7,194.8,2481,0.7912209505
29,2600,7,202.9,2581,0.7912209505
29,2700,7,210.1,2681,0.7912209505
29,2800,7,218.2,2781,0.7912209505
29,2900,7,226.4,2881,0.7912209505
29,3000,7,235,2981,0.7912209505
29,3100,7,242.7,3081,0.7912209505
29,3200,7,250.8,3181,0.7912209505
29,3300,7,258.8,3281,0.7912209505
29,3400,7,266.9,3381,0.7912209505
29,3500,7,274.7,3481,0.7912209505
29,3600,7,282.2,3581,0.7912209505
29,3700,7,290.4,3681,0.7912209505
29,3800,7,299.2,3781,0.7912209505
29,3900,7,306.7,3881,0.7912209505
29,4000,7,314.4,3981,0.7912209505
29,4100,7,321.5,4081,0.7912209505
29,4200,7,329,4181,0.7912209505
29,4300,7,337.2,4281,0.7912209505
29,4400,7,344.7,4381,0.7912209505
29,4500,7,352.5,4481,0.7912209505
29,4600,7,360.5,4581,0.7912209505
29,4700,7,367.9,4681,0.7912209505
29,4800,7,375.6,4781,0.7912209505
29,4900,7,383,4881,0.7912209505
29,5000,7,390.8,4981,0.7912209505
30,0,0,0,0,0.6552986162
30,100,0,6.3,79,0.6552986162
30,200,0,12.7,179,0.6552986162
30,300,0,19.6,279,0.6552986162
30,400,0,26.6,379,0.6552986162
30,500,0,32.4,479,0.6552986162
30,600,0,39.2,579,0.6552986162
30,700,0,44.4,679,0.6552986162
30,800,0,50.9,779,0.6552986162
30,900,0,58.1,879,0.6552986162
30,1000,0,64.3,979,0.6552986162
30,1100,0,70.7,1079,0.6552986162
30,1200,0,76.6,1179,0.6552986162
30,1300,0,83.1,1279,0.6552986162
30,1400,0,90,1379,0.6552986162
30,1500,0,97,1479,0.6552986162
30,1600,0,103.8,1579,0.6552986162
30,1700,0,110.3,1679,0.6552986162
30,1800,0,117.4,1779,0.6552986162
30,1900,0,124.4,1879,0.6552986162
30,2000,0,130.2,1979,0.6552986162
30,2100,0,136.1,2079,0.6552986162
30,2200,0,142.1,2179,0.6552986162
30,2300,0,149,2279,0.6552986162
30,2400,0,155.7,2379,0.6552986162
30,2500,0,162.3,2479,0.6552986162
30,2600,0,168.7,2579,0.6552986162
30,2700,0,175,2679,0.6552986162
30,2800,0,182.1,2779,0.6552986162
30,2900,0,188.2,2879,0.6552986162
30,3000,0,195.4,2979,0.6552986162
30,3100,0,201.5,3079,0.6552986162
30,3200,0,207.8,3179,0.6552986162
30,3300,0,215.2,3279,0.6552986162
30,3400,0,221.2,3379,0.6552986162
30,3500,0,228.4,3479,0.6552986162
30,3600,0,234.5,3579,0.6552986162
30,3700,0,241.3,3679,0.6552986162
30,3800,0,248.3,3779,0.6552986162
